id_compte,numero_compte,rib,iban,type_compte,devise,date_ouverture,statut,solde_actuel,id_entreprise,id_agence,id_conseiller,id_compte_courant_parent,date_dernier_mouvement,classification
727,7962580152972326,0114847962580152972326,MA640114847962580152972326,COURANT,MAD,2010-02-11,ACTIF,237359.54,594,2,15,,2023-03-06,Inactif
728,6985981562087817,0117236985981562087817,MA640117236985981562087817,COURANT,MAD,2010-04-27,ACTIF,422959.73,595,2,14,,2012-03-21,Inactif
729,1105736635453181,0115451105736635453181,MA640115451105736635453181,COURANT,MAD,2005-02-06,ACTIF,72867.24,596,2,15,,2012-01-07,Inactif
730,9473522065440548,0117089473522065440548,MA640117089473522065440548,COURANT,MAD,2007-04-21,ACTIF,404917.28,597,2,14,,2018-02-19,Inactif
731,4964152716013654,0119414964152716013654,MA640119414964152716013654,COURANT,MAD,2011-09-28,ACTIF,150977.05,598,2,15,,2015-04-15,Inactif
732,3768666621641635,0112353768666621641635,MA640112353768666621641635,DAT,MAD,2012-07-08,ACTIF,56471.13,598,2,15,731.0,2012-07-08,Actif
733,5566124330316746,0113075566124330316746,MA640113075566124330316746,COURANT,MAD,2007-12-02,ACTIF,226536.74,599,2,14,,2015-07-31,Inactif
734,7992728753087794,0111007992728753087794,MA640111007992728753087794,DAT,MAD,2008-01-18,ACTIF,133278.51,599,2,14,733.0,2008-01-18,Actif
735,9055793962409195,0114169055793962409195,MA640114169055793962409195,COURANT,MAD,2008-10-30,ACTIF,373836.8,600,2,15,,2010-03-26,Inactif
736,5831576840556252,0117405831576840556252,MA640117405831576840556252,COURANT,MAD,2019-07-17,ACTIF,72151813.0,601,2,14,,2021-05-23,Inactif
737,4653340859857437,0116274653340859857437,MA640116274653340859857437,DAT,MAD,2019-10-15,ACTIF,23471391.55,601,2,14,736.0,2019-10-15,Actif
738,4086142548675508,0117384086142548675508,MA640117384086142548675508,COURANT,MAD,2012-10-29,ACTIF,6642571.61,602,2,15,,2016-03-05,Inactif
739,9113885221435000,0111069113885221435000,MA640111069113885221435000,DAT,MAD,2013-01-30,ACTIF,2550994.87,602,2,15,738.0,2013-01-30,Actif
740,4464737940362840,0113774464737940362840,MA640113774464737940362840,COURANT,MAD,2015-03-27,INACTIF,442179.82,603,2,14,,2023-05-15,Inactif
741,1415656982242484,0113871415656982242484,MA640113871415656982242484,COURANT,MAD,2006-11-10,ACTIF,454842.84,604,2,15,,2024-07-29,Faiblement actif
742,3641867695251763,0119783641867695251763,MA640119783641867695251763,COURANT,MAD,2006-11-30,ACTIF,2302210.72,605,2,14,,2017-05-10,Inactif
743,2994307622974675,0118742994307622974675,MA640118742994307622974675,COURANT,MAD,2011-04-15,ACTIF,5922672.04,606,2,15,,2013-11-10,Inactif
744,3912669076046693,0111943912669076046693,MA640111943912669076046693,DAT,MAD,2011-09-08,ACTIF,1721713.01,606,2,15,743.0,2011-09-08,Actif
745,7939660220846182,0118637939660220846182,MA640118637939660220846182,COURANT,MAD,2020-09-04,ACTIF,313240.87,607,2,14,,2023-06-29,Inactif
746,5170577931827138,0112545170577931827138,MA640112545170577931827138,COURANT,MAD,2009-10-06,ACTIF,522083.18,608,2,15,,2018-12-03,Inactif
747,3913120454626867,0119303913120454626867,MA640119303913120454626867,COURANT,MAD,2009-04-14,ACTIF,387316.67,609,2,14,,2017-05-24,Inactif
748,2711230365970337,0119872711230365970337,MA640119872711230365970337,COURANT,MAD,2007-07-13,ACTIF,274855.45,610,2,15,,2012-04-23,Inactif
749,7630226994082879,0118667630226994082879,MA640118667630226994082879,COURANT,MAD,2016-12-08,ACTIF,263725.84,611,2,14,,2018-08-10,Inactif
750,2567060519074250,0114342567060519074250,MA640114342567060519074250,COURANT,MAD,2019-11-11,ACTIF,96911.31,612,2,15,,2024-11-25,Actif
751,1338796054442000,0116661338796054442000,MA640116661338796054442000,COURANT,MAD,2007-09-12,ACTIF,53112277.96,613,2,14,,2008-09-23,Inactif
752,7855632373314136,0112917855632373314136,MA640112917855632373314136,COURANT,MAD,2007-03-09,ACTIF,185934.07,614,2,15,,2010-09-30,Inactif
753,1594058281440997,0114871594058281440997,MA640114871594058281440997,COURANT,MAD,2020-02-02,INACTIF,4027430.08,615,2,14,,2020-10-22,Inactif
754,6996124720607284,0116126996124720607284,MA640116126996124720607284,COURANT,MAD,2021-03-13,ACTIF,153117.9,616,2,15,,2024-12-04,Actif
755,3887669362348398,0118003887669362348398,MA640118003887669362348398,COURANT,MAD,2010-02-12,ACTIF,314755.54,617,2,14,,2022-07-29,Inactif
756,2723283022788504,0115052723283022788504,MA640115052723283022788504,COURANT,MAD,2005-11-23,ACTIF,188851.77,618,2,15,,2020-08-15,Inactif
757,4534329439510147,0113634534329439510147,MA640113634534329439510147,COURANT,MAD,2015-06-24,ACTIF,151289.46,619,2,14,,2015-07-09,Inactif
758,8930671190195408,0112458930671190195408,MA640112458930671190195408,COURANT,MAD,2018-01-07,ACTIF,63317682.38,620,2,15,,2022-04-20,Inactif
759,4640265737479964,0114194640265737479964,MA640114194640265737479964,DAT,MAD,2018-09-30,ACTIF,17403988.28,620,2,15,758.0,2018-09-30,Actif
760,7426679022976798,0119707426679022976798,MA640119707426679022976798,COURANT,MAD,2020-10-03,ACTIF,5019487.81,621,2,14,,2021-06-10,Inactif
761,3209595093513122,0115613209595093513122,MA640115613209595093513122,COURANT,MAD,2020-08-11,ACTIF,15387749.85,622,2,15,,2023-01-13,Inactif
762,1613483837651781,0111251613483837651781,MA640111251613483837651781,DAT,MAD,2020-10-27,ACTIF,8093329.58,622,2,15,761.0,2020-10-27,Actif
763,9049781590483705,0114089049781590483705,MA640114089049781590483705,COURANT,MAD,2009-09-28,ACTIF,396952.6,623,2,14,,2020-11-14,Inactif
764,9414094519236767,0115239414094519236767,MA640115239414094519236767,COURANT,MAD,2012-04-29,ACTIF,352002.89,624,2,15,,2024-03-24,Inactif
765,2756021525516055,0118272756021525516055,MA640118272756021525516055,COURANT,MAD,2013-11-17,ACTIF,466632.78,625,2,14,,2017-12-26,Inactif
766,7911797927121293,0113247911797927121293,MA640113247911797927121293,COURANT,MAD,2015-08-21,ACTIF,41996912.8,626,2,15,,2021-02-21,Inactif
767,3877444325773925,0113153877444325773925,MA640113153877444325773925,DAT,MAD,2015-10-13,ACTIF,19096527.07,626,2,15,766.0,2015-10-13,Actif
768,8472542715497186,0113708472542715497186,MA640113708472542715497186,COURANT,MAD,2007-07-04,ACTIF,2443978.31,627,2,14,,2017-05-08,Inactif
769,8051268139305541,0114198051268139305541,MA640114198051268139305541,DAT,MAD,2007-10-02,ACTIF,380664.35,627,2,14,768.0,2007-10-02,Actif
770,7329689876621591,0115707329689876621591,MA640115707329689876621591,COURANT,MAD,2017-07-20,ACTIF,7995802.49,628,2,15,,2020-06-01,Inactif
771,6398461211680636,0114616398461211680636,MA640114616398461211680636,COURANT,MAD,2019-06-29,ACTIF,40866243.24,629,2,14,,2019-07-06,Inactif
772,3075745726125751,0119723075745726125751,MA640119723075745726125751,COURANT,MAD,2008-06-14,ACTIF,371114.44,630,2,15,,2012-07-05,Inactif
773,8798432138524843,0112238798432138524843,MA640112238798432138524843,DAT,MAD,2008-09-17,ACTIF,110251.31,630,2,15,772.0,2008-09-17,Actif
774,3215035974526697,0116503215035974526697,MA640116503215035974526697,COURANT,MAD,2013-01-20,ACTIF,8601302.07,631,2,14,,2018-12-02,Inactif
775,3651623711488932,0113103651623711488932,MA640113103651623711488932,COURANT,MAD,2020-07-14,ACTIF,7441193.44,632,2,15,,2022-03-19,Inactif
776,9888669114923642,0112709888669114923642,MA640112709888669114923642,COURANT,MAD,2006-12-28,INACTIF,10534121.47,633,2,14,,2016-01-05,Inactif
777,2268367334387868,0113372268367334387868,MA640113372268367334387868,COURANT,MAD,2008-12-07,INACTIF,21068.47,634,2,15,,2013-06-21,Inactif
778,4719405087615164,0118444719405087615164,MA640118444719405087615164,COURANT,MAD,2015-11-08,INACTIF,4892597.55,635,2,14,,2022-02-27,Inactif
779,5717540523163805,0115435717540523163805,MA640115435717540523163805,COURANT,MAD,2007-09-22,ACTIF,330622.8,636,2,15,,2011-03-06,Inactif
780,8480360221857900,0115788480360221857900,MA640115788480360221857900,COURANT,MAD,2021-04-08,ACTIF,1028120.3,637,2,14,,2023-12-04,Inactif
781,6050140143879275,0119086050140143879275,MA640119086050140143879275,COURANT,MAD,2008-01-04,ACTIF,281760.03,638,2,15,,2022-01-17,Inactif
782,5851026484153263,0114585851026484153263,MA640114585851026484153263,COURANT,MAD,2008-05-10,ACTIF,7708387.16,639,2,14,,2022-05-20,Inactif
783,3648566224012503,0118723648566224012503,MA640118723648566224012503,COURANT,MAD,2013-01-21,ACTIF,86177.96,640,2,15,,2017-09-25,Inactif
784,8733633076645106,0114448733633076645106,MA640114448733633076645106,DAT,MAD,2013-09-09,ACTIF,46536.48,640,2,15,783.0,2013-09-09,Actif
785,7608490373919977,0116327608490373919977,MA640116327608490373919977,COURANT,MAD,2019-04-01,ACTIF,18549343.38,641,2,14,,2024-09-20,Faiblement actif
786,3800032051419377,0111733800032051419377,MA640111733800032051419377,COURANT,MAD,2012-01-20,INACTIF,21750371.66,642,2,15,,2014-01-20,Inactif
787,8454423813152349,0119338454423813152349,MA640119338454423813152349,COURANT,MAD,2013-06-06,ACTIF,24581716.72,643,2,14,,2020-02-09,Inactif
788,7576782864498076,0117957576782864498076,MA640117957576782864498076,COURANT,MAD,2013-11-23,ACTIF,308978.12,644,2,15,,2015-03-08,Inactif
789,2100552440057232,0111762100552440057232,MA640111762100552440057232,DAT,MAD,2014-02-09,ACTIF,119229.71,644,2,15,788.0,2014-02-09,Actif
790,5131459047991516,0111005131459047991516,MA640111005131459047991516,COURANT,MAD,2012-02-25,ACTIF,6136916.63,645,2,14,,2016-04-06,Inactif
791,4510444688520871,0111764510444688520871,MA640111764510444688520871,COURANT,MAD,2008-08-01,ACTIF,129301.56,646,2,15,,2022-02-14,Inactif
792,6160314743566415,0119196160314743566415,MA640119196160314743566415,COURANT,MAD,2014-09-12,ACTIF,436933.21,647,2,14,,2023-12-15,Inactif
793,9090466686596285,0117749090466686596285,MA640117749090466686596285,COURANT,MAD,2021-12-30,INACTIF,159373.75,648,2,15,,2022-07-01,Inactif
794,7096026592288469,0114907096026592288469,MA640114907096026592288469,COURANT,MAD,2018-12-15,ACTIF,2319300.29,649,2,14,,2023-03-24,Inactif
795,6293593625860705,0117916293593625860705,MA640117916293593625860705,COURANT,MAD,2018-07-16,ACTIF,228784.85,650,2,15,,2019-01-16,Inactif
796,3328020217668509,0117903328020217668509,MA640117903328020217668509,COURANT,MAD,2005-07-29,ACTIF,8413569.71,651,2,14,,2013-09-25,Inactif
797,5873070593275373,0113735873070593275373,MA640113735873070593275373,COURANT,MAD,2006-01-11,INACTIF,285122.5,652,2,15,,2016-07-18,Inactif
798,9295494536235439,0115549295494536235439,MA640115549295494536235439,COURANT,MAD,2021-04-27,ACTIF,324574.08,653,2,14,,2022-03-14,Inactif
799,2286811472618582,0117332286811472618582,MA640117332286811472618582,COURANT,MAD,2008-05-31,ACTIF,161531.99,654,2,15,,2023-07-29,Inactif
800,6552705410617717,0118476552705410617717,MA640118476552705410617717,DAT,MAD,2008-10-01,ACTIF,2836.38,654,2,15,799.0,2008-10-01,Actif
801,6453278478234430,0114486453278478234430,MA640114486453278478234430,COURANT,MAD,2020-01-28,INACTIF,409492.36,655,2,14,,2023-03-03,Inactif
802,8029592956039686,0111358029592956039686,MA640111358029592956039686,COURANT,MAD,2020-04-05,ACTIF,344900.24,656,2,15,,2024-01-14,Inactif
803,8934436549371830,0115908934436549371830,MA640115908934436549371830,COURANT,MAD,2016-08-05,INACTIF,176650.61,657,2,14,,2018-12-23,Inactif
804,1685320432577599,0116081685320432577599,MA640116081685320432577599,COURANT,MAD,2011-02-15,ACTIF,99293078.36,658,2,15,,2019-09-15,Inactif
805,5706346989796198,0119215706346989796198,MA640119215706346989796198,COURANT,MAD,2020-10-14,ACTIF,420630.27,659,2,14,,2022-12-29,Inactif
806,6197527761675284,0118596197527761675284,MA640118596197527761675284,COURANT,MAD,2009-04-01,ACTIF,368999.18,660,2,15,,2023-02-18,Inactif
807,5745713694336667,0114575745713694336667,MA640114575745713694336667,COURANT,MAD,2007-07-10,INACTIF,188065.18,661,2,14,,2024-01-29,Inactif
808,9570152527409172,0111369570152527409172,MA640111369570152527409172,COURANT,MAD,2009-01-13,ACTIF,454026.58,662,2,15,,2014-09-18,Inactif
809,4662716780359390,0118424662716780359390,MA640118424662716780359390,COURANT,MAD,2011-03-31,ACTIF,32699909.76,663,2,14,,2024-12-13,Actif
810,9371743144721892,0117579371743144721892,MA640117579371743144721892,DAT,MAD,2011-08-24,ACTIF,12125761.1,663,2,14,809.0,2011-08-24,Actif
811,4753502384352009,0114574753502384352009,MA640114574753502384352009,COURANT,MAD,2021-08-16,ACTIF,2335965.69,664,2,15,,2021-10-21,Inactif
812,4081264181416682,0114834081264181416682,MA640114834081264181416682,DAT,MAD,2021-09-18,ACTIF,1058419.29,664,2,15,811.0,2021-09-18,Actif
813,8789270735298555,0115128789270735298555,MA640115128789270735298555,COURANT,MAD,2015-04-21,ACTIF,111876.53,665,2,14,,2017-05-24,Inactif
814,1575785647137544,0116371575785647137544,MA640116371575785647137544,COURANT,MAD,2009-07-05,ACTIF,206505.46,666,2,15,,2010-03-01,Inactif
815,5721083710175550,0111895721083710175550,MA640111895721083710175550,COURANT,MAD,2008-01-27,ACTIF,32404.47,667,2,14,,2024-04-04,Inactif
816,5217470923872713,0111305217470923872713,MA640111305217470923872713,COURANT,MAD,2011-10-20,INACTIF,8126898.91,668,2,15,,2012-10-29,Inactif
817,7066045894777249,0116457066045894777249,MA640116457066045894777249,COURANT,MAD,2007-09-10,ACTIF,592623.95,669,2,14,,2020-09-24,Inactif
818,6731649845766054,0117636731649845766054,MA640117636731649845766054,COURANT,MAD,2020-11-26,ACTIF,149218.92,670,2,15,,2024-10-12,Actif
819,1501205543237682,0115421501205543237682,MA640115421501205543237682,COURANT,MAD,2011-11-19,INACTIF,7907958.05,671,2,14,,2016-10-12,Inactif
820,4549472624959821,0115854549472624959821,MA640115854549472624959821,COURANT,MAD,2010-04-21,ACTIF,548222.75,672,2,15,,2017-10-30,Inactif
821,1937051817163510,0113901937051817163510,MA640113901937051817163510,DAT,MAD,2011-03-11,ACTIF,109993.35,672,2,15,820.0,2011-03-11,Actif
822,7481893881580988,0111457481893881580988,MA640111457481893881580988,COURANT,MAD,2008-02-03,ACTIF,6373841.61,673,2,14,,2010-07-24,Inactif
823,5013508679491000,0115015013508679491000,MA640115015013508679491000,DAT,MAD,2008-05-01,ACTIF,2409703.59,673,2,14,822.0,2008-05-01,Actif
824,9507358072992763,0116799507358072992763,MA640116799507358072992763,COURANT,MAD,2006-12-12,INACTIF,134873.55,674,2,15,,2011-06-25,Inactif
825,5314188270020451,0113205314188270020451,MA640113205314188270020451,COURANT,MAD,2013-11-29,ACTIF,5337214.83,675,2,14,,2023-07-31,Inactif
826,8919411138235850,0116408919411138235850,MA640116408919411138235850,DAT,MAD,2014-08-28,ACTIF,3306901.81,675,2,14,825.0,2014-08-28,Actif
827,9607745834618684,0117849607745834618684,MA640117849607745834618684,COURANT,MAD,2020-02-27,ACTIF,326189.19,676,2,15,,2022-06-15,Inactif
828,6415519980847814,0118436415519980847814,MA640118436415519980847814,DAT,MAD,2020-04-11,ACTIF,102042.25,676,2,15,827.0,2020-04-11,Actif
829,7454334121434872,0111617454334121434872,MA640111617454334121434872,COURANT,MAD,2011-02-20,ACTIF,237833.74,677,2,14,,2023-04-16,Inactif
830,3931602386502138,0111973931602386502138,MA640111973931602386502138,COURANT,MAD,2017-07-13,ACTIF,13071993.3,678,2,15,,2018-10-05,Inactif
831,9029195296517797,0114729029195296517797,MA640114729029195296517797,DAT,MAD,2017-12-19,ACTIF,3760143.89,678,2,15,830.0,2017-12-19,Actif
832,2375114837796680,0117882375114837796680,MA640117882375114837796680,COURANT,MAD,2016-01-02,INACTIF,59236719.78,679,2,14,,2018-10-15,Inactif
833,1157139175669891,0116171157139175669891,MA640116171157139175669891,COURANT,MAD,2008-02-18,ACTIF,4514353.21,680,2,15,,2021-02-10,Inactif
834,2598607614021494,0114722598607614021494,MA640114722598607614021494,COURANT,MAD,2016-11-30,ACTIF,402309.06,681,2,14,,2021-09-15,Inactif
835,9663584550451976,0116509663584550451976,MA640116509663584550451976,COURANT,MAD,2015-03-08,ACTIF,9659617.49,682,2,15,,2020-02-17,Inactif
836,7946366257146553,0113607946366257146553,MA640113607946366257146553,COURANT,MAD,2016-02-16,INACTIF,484647.69,683,2,14,,2021-04-24,Inactif
837,4906460645208012,0111074906460645208012,MA640111074906460645208012,COURANT,MAD,2020-01-16,ACTIF,3352776.16,684,2,15,,2023-07-09,Inactif
838,7792089142864301,0116677792089142864301,MA640116677792089142864301,COURANT,MAD,2020-07-30,INACTIF,20944.03,685,2,14,,2024-04-18,Inactif
839,2110075767448226,0113512110075767448226,MA640113512110075767448226,DAT,MAD,2021-01-07,ACTIF,12645.05,685,2,14,838.0,2021-01-07,Actif
840,7745457845833447,0117397745457845833447,MA640117397745457845833447,COURANT,MAD,2012-07-26,INACTIF,248761.7,686,2,15,,2018-06-03,Inactif
841,8886951238938963,0114238886951238938963,MA640114238886951238938963,COURANT,MAD,2005-07-16,ACTIF,5553176.32,687,2,14,,2006-01-28,Inactif
842,6848051510681674,0114806848051510681674,MA640114806848051510681674,COURANT,MAD,2012-02-21,ACTIF,314680.22,688,2,15,,2019-10-25,Inactif
843,9710376315068618,0119539710376315068618,MA640119539710376315068618,COURANT,MAD,2010-01-11,ACTIF,263356.56,689,2,14,,2012-12-13,Inactif
844,6115002736284346,0115116115002736284346,MA640115116115002736284346,DAT,MAD,2010-12-25,ACTIF,128356.2,689,2,14,843.0,2010-12-25,Actif
845,4300248958078997,0112694300248958078997,MA640112694300248958078997,COURANT,MAD,2014-09-09,ACTIF,113377.71,690,2,15,,2024-03-20,Inactif
846,9016048096257313,0115509016048096257313,MA640115509016048096257313,COURANT,MAD,2005-07-27,ACTIF,9693625.96,691,2,14,,2018-11-15,Inactif
847,7213089037981761,0112847213089037981761,MA640112847213089037981761,COURANT,MAD,2021-07-30,ACTIF,8070432.98,692,2,15,,2022-06-29,Inactif
848,8495069453803022,0111958495069453803022,MA640111958495069453803022,COURANT,MAD,2017-07-12,ACTIF,487468.52,693,2,14,,2017-07-29,Inactif
849,1523208061607984,0118161523208061607984,MA640118161523208061607984,COURANT,MAD,2008-02-11,INACTIF,43801.11,694,2,15,,2019-09-17,Inactif
850,1436646186049839,0118091436646186049839,MA640118091436646186049839,COURANT,MAD,2020-01-27,ACTIF,153973.44,695,2,14,,2021-05-27,Inactif
851,7016812439194304,0118257016812439194304,MA640118257016812439194304,COURANT,MAD,2008-06-23,ACTIF,96112877.44,696,2,15,,2020-01-20,Inactif
852,8052272130181102,0117008052272130181102,MA640117008052272130181102,COURANT,MAD,2019-02-27,ACTIF,4905593.39,697,2,14,,2022-03-12,Inactif
853,2136095581911727,0119782136095581911727,MA640119782136095581911727,COURANT,MAD,2021-06-26,INACTIF,5232441.35,698,2,15,,2022-05-13,Inactif
854,7915163828533215,0118837915163828533215,MA640118837915163828533215,DAT,MAD,2021-10-30,ACTIF,1598658.86,698,2,15,853.0,2021-10-30,Actif
855,5765209923215963,0117005765209923215963,MA640117005765209923215963,COURANT,MAD,2009-10-25,INACTIF,1251095.87,699,2,14,,2021-02-16,Inactif
856,8084904680591618,0118928084904680591618,MA640118928084904680591618,COURANT,MAD,2014-03-16,ACTIF,185739.2,700,2,15,,2021-08-15,Inactif
857,8720036166803883,0112268720036166803883,MA640112268720036166803883,COURANT,MAD,2009-03-07,ACTIF,105369.83,701,3,18,,2023-02-05,Inactif
858,6203361123866583,0115646203361123866583,MA640115646203361123866583,DAT,MAD,2009-12-18,ACTIF,67161.82,701,3,18,857.0,2009-12-18,Actif
859,4948298878786418,0118254948298878786418,MA640118254948298878786418,COURANT,MAD,2019-06-17,ACTIF,339227.53,702,3,19,,2022-07-26,Inactif
860,7850754986787117,0111317850754986787117,MA640111317850754986787117,COURANT,MAD,2007-05-06,ACTIF,8859274.52,703,3,18,,2010-05-25,Inactif
861,6542833889948092,0115546542833889948092,MA640115546542833889948092,COURANT,MAD,2011-07-11,ACTIF,279990.7,704,3,19,,2019-08-16,Inactif
862,5464635478223341,0114775464635478223341,MA640114775464635478223341,DAT,MAD,2011-11-25,ACTIF,77372.76,704,3,19,861.0,2011-11-25,Actif
863,2799917799126902,0118742799917799126902,MA640118742799917799126902,COURANT,MAD,2009-11-23,ACTIF,257835.92,705,3,18,,2013-04-25,Inactif
864,7665961776190847,0117427665961776190847,MA640117427665961776190847,COURANT,MAD,2018-05-23,INACTIF,3070248.28,706,3,19,,2021-06-08,Inactif
865,3910177379030109,0112293910177379030109,MA640112293910177379030109,COURANT,MAD,2013-03-30,ACTIF,188118.96,707,3,18,,2023-04-11,Inactif
866,7307389892637178,0117107307389892637178,MA640117107307389892637178,COURANT,MAD,2010-12-29,ACTIF,59092668.94,708,3,19,,2011-11-09,Inactif
867,4814581783473357,0117144814581783473357,MA640117144814581783473357,COURANT,MAD,2015-01-16,ACTIF,146086.27,709,3,18,,2024-05-16,Inactif
868,2416302968569514,0118362416302968569514,MA640118362416302968569514,COURANT,MAD,2008-02-05,ACTIF,4218941.3,710,3,19,,2017-08-28,Inactif
869,2575888730674632,0116002575888730674632,MA640116002575888730674632,COURANT,MAD,2016-02-06,ACTIF,174826.45,711,3,18,,2019-10-19,Inactif
870,6783787969961970,0115616783787969961970,MA640115616783787969961970,COURANT,MAD,2015-03-02,ACTIF,9026215.03,712,3,19,,2018-02-13,Inactif
871,7587662029800510,0112567587662029800510,MA640112567587662029800510,COURANT,MAD,2008-03-21,ACTIF,2409357.89,713,3,18,,2023-06-17,Inactif
872,5936774025190188,0113895936774025190188,MA640113895936774025190188,DAT,MAD,2008-05-22,ACTIF,1409122.72,713,3,18,871.0,2008-05-22,Actif
873,1663375317500377,0117521663375317500377,MA640117521663375317500377,COURANT,MAD,2006-12-09,ACTIF,216138.1,714,3,19,,2014-07-16,Inactif
874,4889496257404655,0113464889496257404655,MA640113464889496257404655,DAT,MAD,2007-10-19,ACTIF,132110.13,714,3,19,873.0,2007-10-19,Actif
875,5879224168403702,0119505879224168403702,MA640119505879224168403702,COURANT,MAD,2017-02-09,ACTIF,4800942.02,715,3,18,,2019-03-18,Inactif
876,6006479498318907,0113086006479498318907,MA640113086006479498318907,COURANT,MAD,2018-01-07,INACTIF,281330.58,716,3,19,,2023-06-11,Inactif
877,9224345057797801,0119409224345057797801,MA640119409224345057797801,COURANT,MAD,2017-05-07,INACTIF,4204661.73,717,3,18,,2017-06-07,Inactif
878,4942016436967434,0111524942016436967434,MA640111524942016436967434,COURANT,MAD,2021-04-05,ACTIF,3996441.78,718,3,19,,2021-09-14,Inactif
879,7329025685048570,0117967329025685048570,MA640117967329025685048570,DAT,MAD,2021-10-20,ACTIF,1850797.07,718,3,19,878.0,2021-10-20,Actif
880,8825845841073228,0115678825845841073228,MA640115678825845841073228,COURANT,MAD,2007-02-01,ACTIF,118869.91,719,3,18,,2012-02-02,Inactif
881,9268651842557172,0118979268651842557172,MA640118979268651842557172,DAT,MAD,2007-03-26,ACTIF,45054.79,719,3,18,880.0,2007-03-26,Actif
882,8026461387276356,0111368026461387276356,MA640111368026461387276356,COURANT,MAD,2009-09-03,ACTIF,435818.53,720,3,19,,2021-04-13,Inactif
883,8407046136427945,0114808407046136427945,MA640114808407046136427945,COURANT,MAD,2006-05-14,ACTIF,200647.88,721,3,18,,2019-10-05,Inactif
884,1586672031711516,0112771586672031711516,MA640112771586672031711516,DAT,MAD,2006-09-25,ACTIF,124235.86,721,3,18,883.0,2006-09-25,Actif
885,4185851339143166,0118024185851339143166,MA640118024185851339143166,COURANT,MAD,2010-02-09,ACTIF,29743693.69,722,3,19,,2022-11-27,Inactif
886,1032734999347323,0112891032734999347323,MA640112891032734999347323,DAT,MAD,2010-04-01,ACTIF,11440132.28,722,3,19,885.0,2010-04-01,Actif
887,3275791997896947,0116313275791997896947,MA640116313275791997896947,COURANT,MAD,2017-07-05,ACTIF,239416.27,723,3,18,,2018-03-19,Inactif
888,4802744870370420,0114044802744870370420,MA640114044802744870370420,DAT,MAD,2018-05-01,ACTIF,96793.78,723,3,18,887.0,2018-05-01,Actif
889,7077456268019225,0118917077456268019225,MA640118917077456268019225,COURANT,MAD,2005-03-30,INACTIF,262267.9,724,3,19,,2014-04-23,Inactif
890,8297117341217113,0111088297117341217113,MA640111088297117341217113,COURANT,MAD,2005-06-28,ACTIF,8818712.83,725,3,18,,2012-03-12,Inactif
891,4920526974523112,0115454920526974523112,MA640115454920526974523112,COURANT,MAD,2020-01-07,INACTIF,30100671.64,726,3,19,,2021-07-29,Inactif
892,9700585685001568,0115749700585685001568,MA640115749700585685001568,COURANT,MAD,2014-04-03,ACTIF,31388453.96,727,3,18,,2016-06-06,Inactif
893,4216096769370312,0115164216096769370312,MA640115164216096769370312,COURANT,MAD,2016-07-04,ACTIF,382004.6,728,3,19,,2023-03-02,Inactif
894,5058109446591263,0115545058109446591263,MA640115545058109446591263,COURANT,MAD,2005-02-21,ACTIF,1019951.25,729,3,18,,2018-10-23,Inactif
895,6154258891854015,0113636154258891854015,MA640113636154258891854015,COURANT,MAD,2015-04-24,ACTIF,265604.89,730,3,19,,2017-09-29,Inactif
896,6867494264140124,0119276867494264140124,MA640119276867494264140124,COURANT,MAD,2007-10-31,ACTIF,5381061.38,731,3,18,,2014-10-21,Inactif
897,3048113094101535,0111103048113094101535,MA640111103048113094101535,DAT,MAD,2008-04-20,ACTIF,1680006.48,731,3,18,896.0,2008-04-20,Actif
898,8456054085879488,0111118456054085879488,MA640111118456054085879488,COURANT,MAD,2008-08-30,INACTIF,192533.06,732,3,19,,2017-01-27,Inactif
899,1857334926339021,0116311857334926339021,MA640116311857334926339021,COURANT,MAD,2017-02-12,ACTIF,197357.47,733,3,18,,2024-07-13,Faiblement actif
900,9925331897231652,0113489925331897231652,MA640113489925331897231652,COURANT,MAD,2015-08-24,ACTIF,71939.71,734,3,19,,2022-09-17,Inactif
901,8518674975853303,0114928518674975853303,MA640114928518674975853303,DAT,MAD,2016-02-06,ACTIF,23180.83,734,3,19,900.0,2016-02-06,Actif
902,3788893340924274,0115783788893340924274,MA640115783788893340924274,COURANT,MAD,2006-01-12,ACTIF,14599719.17,735,3,18,,2016-12-06,Inactif
903,3734721479079333,0111653734721479079333,MA640111653734721479079333,COURANT,MAD,2006-02-24,ACTIF,31350.71,736,3,19,,2015-06-05,Inactif
904,7730254842830668,0116077730254842830668,MA640116077730254842830668,COURANT,MAD,2015-04-04,ACTIF,8844181.77,737,3,18,,2015-10-31,Inactif
905,7031149498931640,0114337031149498931640,MA640114337031149498931640,COURANT,MAD,2020-04-28,ACTIF,167289.71,738,3,19,,2022-07-24,Inactif
906,7743309261723891,0115717743309261723891,MA640115717743309261723891,COURANT,MAD,2006-04-26,ACTIF,396448.17,739,3,18,,2018-11-29,Inactif
907,9552371774287273,0115059552371774287273,MA640115059552371774287273,COURANT,MAD,2021-03-06,ACTIF,134091.4,740,3,19,,2024-10-30,Actif
908,9075268245429139,0113619075268245429139,MA640113619075268245429139,DAT,MAD,2022-02-26,ACTIF,45426.66,740,3,19,907.0,2022-02-26,Actif
909,7266520314888339,0112697266520314888339,MA640112697266520314888339,COURANT,MAD,2014-10-28,ACTIF,22268717.65,741,3,18,,2018-12-11,Inactif
